time,x,y
2023-12-18 07:00:37.958461,1712.600212097168,859.053783416748
2023-12-18 07:00:38.336334,1730.643539428711,868.3112668991089
2023-12-18 07:00:38.726701,1729.742317199707,867.3907005786896
2023-12-18 07:00:39.096076,1728.1582260131836,867.5908362865448
2023-12-18 07:00:39.478998,1727.4618530273438,864.6488928794861
2023-12-18 07:00:39.848681,1727.709732055664,866.4088189601898
2023-12-18 07:00:40.228871,1727.4567604064941,867.3436439037323
2023-12-18 07:00:40.597063,1721.1342430114746,866.3952040672302
2023-12-18 07:00:40.964542,1726.483325958252,863.1993412971497
2023-12-18 07:00:41.352614,1723.8593673706055,864.962807893753
2023-12-18 07:00:41.734947,1722.535572052002,864.6867763996124
2023-12-18 07:00:42.101739,1722.2627449035645,861.571090221405
2023-12-18 07:00:42.473536,1720.5304527282715,862.5231993198395
2023-12-18 07:00:42.851616,1716.9768905639648,861.3458168506622
2023-12-18 07:00:43.221750,1716.0734939575195,862.6731240749359
2023-12-18 07:00:43.601347,1718.3833694458008,866.1968386173248
2023-12-18 07:00:43.966011,1711.7303466796875,854.0633296966553
2023-12-18 07:00:44.341582,1710.5366706848145,856.6610062122345
2023-12-18 07:00:44.730538,1709.1790008544922,856.1092329025269
2023-12-18 07:00:45.101190,1697.9650497436523,864.0380895137787
2023-12-18 07:00:45.466490,1678.208885192871,858.9850008487701
2023-12-18 07:00:45.844669,1660.4839897155762,866.117434501648
2023-12-18 07:00:46.217159,1652.4654579162598,864.0167820453644
2023-12-18 07:00:46.596914,1629.2147827148438,871.1378216743469
2023-12-18 07:00:46.967838,1626.430835723877,867.120269536972
2023-12-18 07:00:47.355306,1626.4944648742676,866.9600772857666
2023-12-18 07:00:47.718629,1617.070598602295,861.9161295890808
2023-12-18 07:00:48.088380,1608.9062690734863,856.3595795631409
2023-12-18 07:00:48.479875,1602.6141929626465,850.867692232132
2023-12-18 07:00:48.843057,1591.925926208496,849.1326463222504
2023-12-18 07:00:49.227005,1556.4213180541992,837.2029745578766
2023-12-18 07:00:49.598419,1515.0957298278809,833.6766529083252
2023-12-18 07:00:49.964594,1505.1066398620605,827.0241522789001
2023-12-18 07:00:50.335647,1504.317398071289,837.615122795105
