time,x,y
2023-12-14 07:04:21.145276,1587.3112678527832,1062.1018874645233
2023-12-14 07:04:21.527049,1707.3540115356445,1075.038321018219
2023-12-14 07:04:21.910532,1686.9962882995605,1060.7093703746796
2023-12-14 07:04:22.293453,1674.8868370056152,1048.9122426509857
2023-12-14 07:04:23.074587,1631.8016624450684,1047.548371553421
2023-12-14 07:04:23.459076,1518.1920433044434,1059.4258046150208
2023-12-14 07:04:23.842840,1568.9968299865723,1071.1268877983093
2023-12-14 07:04:24.226840,1349.7029113769531,1030.5913925170898
2023-12-14 07:04:24.610230,1286.5512657165527,1004.17560338974
2023-12-14 07:04:24.990724,1273.531494140625,970.0860357284546
2023-12-14 07:04:25.384413,1198.6617279052734,927.3336946964264
2023-12-14 07:04:25.776995,1058.296537399292,916.270580291748
2023-12-14 07:04:26.143509,1029.1320991516113,905.4534029960632
2023-12-14 07:04:26.543533,942.9293632507324,867.5809228420258
2023-12-14 07:04:26.938384,876.1110019683838,859.0239787101746
2023-12-14 07:04:27.308674,869.5602321624756,840.0886559486389
2023-12-14 07:04:27.692082,780.6273937225342,813.801451921463
2023-12-14 07:04:28.087188,737.9692840576172,815.7710409164429
2023-12-14 07:04:28.477203,713.5460758209229,803.3870887756348
2023-12-14 07:04:29.610547,638.9802932739258,790.4888927936554
2023-12-14 07:04:29.993297,639.2306613922119,765.7484436035156
2023-12-14 07:04:30.377228,631.6081523895264,808.0133521556854
2023-12-14 07:04:30.771155,640.5227565765381,835.3722703456879
2023-12-14 07:04:31.141668,741.8710041046143,902.6091456413269
2023-12-14 07:04:31.532383,864.4764518737793,969.7645568847656
2023-12-14 07:04:31.907014,969.6471405029297,1010.4106450080872
