time,x,y
2023-12-18 06:49:03.055578,868.0520725250244,676.8374311923981
2023-12-18 06:49:03.435577,867.3030853271484,675.2377939224243
2023-12-18 06:49:03.811753,868.0696678161621,674.765682220459
2023-12-18 06:49:04.180752,868.194694519043,675.2418172359467
2023-12-18 06:49:04.560751,871.692066192627,682.9720187187195
2023-12-18 06:49:11.744541,1203.7272262573242,889.4379115104675
2023-12-18 06:49:12.122542,1188.3079719543457,878.5760271549225
2023-12-18 06:49:12.499542,1154.1236686706543,867.9034960269928
2023-12-18 06:49:12.874548,1120.0825309753418,853.9501297473907
2023-12-18 06:49:13.258405,1097.189998626709,860.2880716323853
2023-12-18 06:49:13.635405,1076.8315315246582,852.9366731643677
2023-12-18 06:49:14.018555,963.3350944519043,845.6447231769562
2023-12-18 06:49:14.395555,961.1260986328125,842.1350741386414
2023-12-18 06:49:14.770554,932.0849704742432,842.0178186893463
2023-12-18 06:49:15.147553,907.0395755767822,842.7922904491425
2023-12-18 06:49:15.521552,850.8588695526123,840.3682279586792
2023-12-18 06:49:15.905551,842.5496006011963,832.409405708313
2023-12-18 06:49:16.280550,817.9518413543701,841.2625300884247
2023-12-18 06:49:16.655548,789.9106407165527,841.4827823638916
2023-12-18 06:49:17.035547,745.0019359588623,858.669798374176
2023-12-18 06:49:17.412025,650.1896095275879,831.0183048248291
2023-12-18 06:49:17.788024,649.8804759979248,831.8558943271637
2023-12-18 06:49:18.160292,644.619083404541,826.5001237392426
2023-12-18 06:49:18.541709,587.3465538024902,804.4289660453796
2023-12-18 06:49:18.912717,581.8043231964111,802.2714078426361
2023-12-18 06:49:19.295716,572.008752822876,807.6936113834381
2023-12-18 06:49:19.673718,533.1076812744141,805.4374659061432
2023-12-18 06:49:20.055717,449.99915599823,817.4648237228394
2023-12-18 06:49:20.500790,1672.7251625061035,854.463826417923
2023-12-18 06:49:20.885626,1671.8234252929688,885.8223044872284
2023-12-18 06:49:21.260626,1594.5576095581055,863.674703836441
2023-12-18 06:49:21.635932,1584.2783546447754,857.7091920375824
2023-12-18 06:49:22.007932,1556.7705345153809,837.237800359726
2023-12-18 06:49:22.383930,1542.9802894592285,829.1902077198029
2023-12-18 06:49:22.763318,1526.396427154541,823.9158689975739
2023-12-18 06:49:23.138318,1483.828525543213,822.0498883724213
2023-12-18 06:49:23.511471,1457.5055694580078,841.7299747467041
2023-12-18 06:49:23.893470,1368.6195945739746,813.2537984848022
2023-12-18 06:49:24.266685,1368.9604568481445,814.0796720981598
2023-12-18 06:49:24.636685,1368.4770584106445,814.0161681175232
2023-12-18 06:49:25.005684,1360.8042526245117,811.5013718605042
2023-12-18 06:49:25.381683,1344.7503089904785,807.0356869697571
2023-12-18 06:49:25.769882,1318.7892150878906,801.4402878284454
2023-12-18 06:49:26.143881,1296.8869400024414,801.3189768791199
2023-12-18 06:49:26.522254,1286.12154006958,804.0342950820923
2023-12-18 06:49:26.898122,1261.0565757751465,803.8252437114716
2023-12-18 06:49:27.278121,1213.7750816345215,792.5533676147461
2023-12-18 06:49:27.651024,1196.8959617614746,785.331004858017
2023-12-18 06:49:28.019026,1185.992374420166,775.0787007808685
2023-12-18 06:49:28.389025,1165.5275344848633,772.2866821289062
2023-12-18 06:49:28.759023,1159.5540618896484,772.6742720603943
2023-12-18 06:49:29.140024,1137.6945304870605,770.4117858409882
2023-12-18 06:49:29.510030,1114.6314811706543,757.7183926105499
2023-12-18 06:49:29.882029,1110.8465194702148,757.6880085468292
2023-12-18 06:49:30.253028,1043.6431503295898,766.771491765976
2023-12-18 06:49:30.638027,1042.496337890625,768.3560013771057
2023-12-18 06:49:31.005029,1032.959804534912,766.1861801147461
2023-12-18 06:49:31.378236,1017.4161529541016,769.7680556774139
2023-12-18 06:49:31.750712,1007.0701789855957,764.8770260810852
2023-12-18 06:49:32.129064,995.7693672180176,765.318431854248
2023-12-18 06:49:32.502062,977.6319122314453,771.1590278148651
2023-12-18 06:49:32.877062,934.7842025756836,766.3529706001282
2023-12-18 06:49:33.254061,912.5510501861572,764.4614660739899
2023-12-18 06:49:33.634060,897.9618072509766,761.0011267662048
2023-12-18 06:49:34.003061,884.1023540496826,755.3092968463898
2023-12-18 06:49:34.378569,848.5287380218506,758.9200758934021
2023-12-18 06:49:34.753568,840.2049922943115,760.4237973690033
2023-12-18 06:49:35.132567,814.0481185913086,758.7206482887268
2023-12-18 06:49:35.506570,759.9863719940186,769.4429075717926
2023-12-18 06:49:35.890715,759.0202903747559,769.6601986885071
2023-12-18 06:49:36.258718,752.9776382446289,771.5954446792603
2023-12-18 06:49:36.639717,730.3286647796631,764.6966850757599
2023-12-18 06:49:37.014716,727.8408050537109,765.8487045764923
2023-12-18 06:49:37.384558,713.2035255432129,764.6990990638733
2023-12-18 06:49:37.759557,709.9215888977051,757.2287392616272
2023-12-18 06:49:38.127556,640.7931804656982,778.2623648643494
2023-12-18 06:49:38.503469,640.7708072662354,778.8048684597015
2023-12-18 06:49:38.876468,620.0289916992188,779.51709151268
2023-12-18 06:49:39.251467,591.3913249969482,776.4904654026031
2023-12-18 06:49:39.633793,579.8579406738281,774.0683662891388
2023-12-18 06:49:40.007792,568.9592170715332,775.8038628101349
2023-12-18 06:49:40.382791,546.2827205657959,774.4159805774689
2023-12-18 06:49:40.766790,527.6099109649658,774.944064617157
2023-12-18 06:49:41.134789,379.406476020813,765.2373218536377
2023-12-18 06:49:44.455489,868.0520725250244,676.8374311923981
2023-12-18 06:49:44.823493,867.3030853271484,675.2377939224243
2023-12-18 06:49:45.191491,868.0696678161621,674.765682220459
2023-12-18 06:49:45.567567,868.194694519043,675.2418172359467
2023-12-18 06:49:45.935072,871.692066192627,682.9720187187195
